price,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize
27800,bmw, X4,2018,Automatic,17878,Diesel,145,54.3,2
4340,ford, KA,2014,Manual,40770,Petrol,30,57.7,1.2
14454,toyota, Avensis,2017,Manual,9324,Petrol,145,47.1,1.8
12400,merc, CLA Class,2016,Manual,70869,Diesel,20,67.3,2.1
27000,bmw, 6 Series,2017,Automatic,17942,Petrol,145,32.1,4.4
36890,merc, CLS Class,2019,Automatic,2500,Diesel,145,45.6,2
7440,vw, CC,2011,Automatic,74000,Diesel,150,53.3,2
45980,bmw, M2,2019,Semi-Auto,1287,Petrol,145,29.1,3
17500,merc, CLS Class,2016,Automatic,44753,Diesel,125,57.7,2.1
15749,hyundi, I800,2018,Automatic,32420,Diesel,145,28,2.5
16957,merc, CLS Class,2016,Automatic,41253,Diesel,125,57.7,2.1
45488,bmw, M4,2020,Automatic,10,Petrol,150,34,3
8250,skoda, Yeti,2014,Manual,45505,Diesel,145,55.4,2
13999,vw, Scirocco,2016,Automatic,28722,Petrol,160,44.1,2
42000,bmw, 7 Series,2018,Semi-Auto,7123,Diesel,145,52.3,3
23001,skoda, Kamiq,2019,Semi-Auto,3479,Petrol,145,43.5,1.5
26950,ford, Galaxy,2019,Manual,2815,Diesel,145,55.4,2
16920,skoda, Scala,2019,Semi-Auto,5410,Petrol,145,45.6,1.5
8995,hyundi, IX35,2015,Manual,33153,Diesel,145,53.3,1.7
12995,toyota, Verso,2016,Manual,7492,Petrol,200,41.5,1.6
15480,hyundi, I800,2018,Manual,38330,Diesel,150,37.7,2.5
21998,merc, CLS Class,2016,Semi-Auto,25313,Diesel,160,51.4,3
8998,ford, Tourneo Connect,2016,Manual,42960,Diesel,30,61.4,1.5
1500,ford, Fusion,2004,Automatic,59300,Petrol,200,42.8,1.4
26682,merc, CLS Class,2018,Semi-Auto,11700,Diesel,145,51.4,3
4990,merc, S Class,2005,Automatic,75148,Diesel,330,36.7,3.2
19797,hyundi, Santa Fe,2016,Manual,14785,Diesel,200,46.3,2.2
11499,vw, CC,2016,Manual,18229,Petrol,160,44.8,1.4
19970,ford, Galaxy,2016,Semi-Auto,10121,Diesel,145,52.3,2
31000,merc, X-CLASS,2019,Automatic,7500,Diesel,260,35.8,2.3
14999,ford, Grand C-MAX,2018,Manual,19035,Diesel,145,64.2,1.5
19995,ford, Edge,2017,Manual,15500,Diesel,150,48.7,2
20450,skoda, Kamiq,2019,Semi-Auto,1001,Petrol,145,45.6,1
33990,merc, CLS Class,2018,Semi-Auto,10677,Diesel,145,48.7,2.9
27998,merc, S Class,2015,Semi-Auto,14158,Diesel,200,47.9,3
5995,vauxhall, Antara,2013,Manual,55470,Diesel,200,46.3,2.2
29995,toyota, Prius,2019,Automatic,3754,Hybrid,135,217.3,1.8
9291,toyota, Verso,2015,Semi-Auto,88412,Petrol,165,43.5,1.8
43995,bmw, Z4,2019,Automatic,4401,Petrol,145,33.2,3
26500,toyota, Hilux,2019,Automatic,7123,Diesel,260,2.8,2.4
9700,hyundi, I40,2016,Manual,15887,Diesel,30,65.7,1.7
39500,bmw, M4,2016,Automatic,800,Petrol,300,34,3
8995,bmw, 6 Series,2010,Automatic,92642,Diesel,260,40.9,3
26990,vw, Tiguan Allspace,2019,Semi-Auto,6539,Diesel,150,39.2,2
30927,ford, Mustang,2018,Automatic,9268,Petrol,145,23.5,5
16390,toyota, Prius,2016,Automatic,30125,Hybrid,0,94.1,1.8
4591,ford, KA,2014,Manual,33897,Petrol,30,57.7,1.2
48500,audi, A8,2020,Semi-Auto,2000,Diesel,145,39.2,3
68000,merc, CLS Class,2019,Semi-Auto,8697,Petrol,145,31.7,3
36000,bmw, X4,2018,Semi-Auto,5000,Diesel,145,40.4,3
17299,merc, GL Class,2016,Automatic,11684,Diesel,20,67.3,2.1
20499,vauxhall, Combo Life,2019,Automatic,1,Diesel,145,50.4,1.5
60399,merc, S Class,2019,Semi-Auto,1500,Diesel,145,52.3,3
48022,audi, Q8,2019,Automatic,10200,Diesel,145,33.6,3
62898,bmw, M5,2019,Semi-Auto,4200,Petrol,150,26.9,4.4
11298,toyota, Avensis,2017,Manual,53675,Petrol,150,47.1,1.8
9397,hyundi, IX35,2014,Automatic,44205,Diesel,260,41.5,2
50000,bmw, M4,2020,Semi-Auto,700,Petrol,145,34,3
6890,hyundi, IX35,2014,Manual,94870,Diesel,145,53.3,1.7
57000,merc, S Class,2016,Automatic,14000,Petrol,555,28,5.5
17250,toyota, Prius,2016,Automatic,28126,Hybrid,0,94.1,1.8
12450,ford, Grand C-MAX,2017,Manual,10546,Petrol,145,54.3,1
32499,merc, V Class,2017,Automatic,2552,Diesel,145,45.6,2.2
10998,ford, Grand C-MAX,2017,Manual,12360,Diesel,30,64.2,1.5
8999,vw, CC,2013,Semi-Auto,55518,Diesel,145,53.3,2
5850,merc, SLK,2008,Automatic,78954,Petrol,300,34.4,1.8
36995,bmw, M6,2016,Semi-Auto,19000,Petrol,555,27.4,4.4
35980,merc, CLS Class,2019,Semi-Auto,7444,Diesel,145,48.7,2.9
15990,toyota, Prius,2014,Automatic,23523,Other,0,134.5,1.8
8791,hyundi, I40,2016,Manual,50820,Diesel,20,67.3,1.7
19979,ford, Edge,2016,Semi-Auto,21843,Diesel,160,48.7,2
10410,vw, Beetle,2014,Semi-Auto,41587,Petrol,260,37.2,2
15298,vauxhall, Combo Life,2019,Manual,4144,Petrol,145,42.2,1.2
16495,skoda, Scala,2019,Manual,1069,Petrol,145,49.6,1
21500,toyota, Prius,2016,Automatic,20500,Hybrid,0,85.6,1.8
40950,bmw, M4,2019,Semi-Auto,12000,Petrol,145,34,3
3595,bmw, Z4,2006,Manual,114000,Petrol,260,37.7,2
10965,vw, CC,2016,Manual,33017,Diesel,30,60.1,2
16895,skoda, Kamiq,2019,Manual,2678,Petrol,145,49.6,1
13798,vauxhall, Combo Life,2019,Manual,6690,Diesel,145,53.3,1.5
16000,skoda, Scala,2019,Manual,2500,Petrol,145,50.4,1
13699,ford, Grand Tourneo Connect,2017,Automatic,41445,Diesel,150,56.6,1.5
32450,bmw, Z4,2019,Semi-Auto,9955,Petrol,145,38.7,2
24748,toyota, Hilux,2017,Automatic,11517,Diesel,260,36.2,2.4
31250,bmw, 7 Series,2017,Automatic,27791,Diesel,145,53.3,3
32850,vw, Arteon,2019,Automatic,4800,Petrol,145,32.8,2
25750,bmw, 7 Series,2016,Semi-Auto,34820,Diesel,145,54.3,3
18900,merc, CLS Class,2016,Automatic,54195,Diesel,165,49.6,3
10695,merc, SLK,2014,Automatic,64130,Diesel,145,56.5,2.1
37400,merc, GLB Class,2020,Automatic,50,Diesel,145,46.3,2
5490,vauxhall, Antara,2012,Manual,67686,Diesel,235,44.1,2.2
32391,vw, Arteon,2019,Automatic,2000,Diesel,145,50.4,2
48251,merc, V Class,2019,Automatic,1478,Diesel,145,45.6,2.2
17990,skoda, Scala,2020,Manual,4500,Petrol,145,50.4,1
20500,toyota, Hilux,2019,Manual,5190,Diesel,260,2.8,2.4
34980,bmw, Z4,2019,Semi-Auto,8004,Petrol,145,37.2,2
22995,merc, X-CLASS,2019,Automatic,11479,Diesel,260,35.8,2.3
18999,ford, Galaxy,2018,Semi-Auto,42164,Diesel,145,52.3,2
16599,ford, Galaxy,2017,Automatic,41757,Diesel,145,52.3,2
73990,bmw, M5,2019,Automatic,1501,Petrol,145,24.1,4.4
30998,merc, V Class,2017,Semi-Auto,32577,Diesel,145,45.6,2.2
33490,bmw, 6 Series,2020,Semi-Auto,101,Petrol,145,42.8,2
29290,hyundi, Santa Fe,2019,Semi-Auto,4721,Diesel,145,39.8,2.2
10495,ford, Grand C-MAX,2016,Automatic,15146,Diesel,30,58.9,1.5
15441,vauxhall, Combo Life,2019,Manual,8478,Diesel,145,53.3,1.5
19990,skoda, Kamiq,2019,Manual,2000,Petrol,145,47.1,1
9980,vw, Scirocco,2015,Manual,30212,Petrol,125,37.2,1.4
51990,audi, R8,2014,Semi-Auto,19800,Petrol,570,22.8,4.2
12200,vw, Scirocco,2016,Manual,34995,Petrol,125,52.3,1.4
20172,bmw, 6 Series,2015,Semi-Auto,37175,Diesel,160,49.6,3
29999,ford, Tourneo Custom,2019,Manual,100,Diesel,145,30.1,2
13991,hyundi, Santa Fe,2014,Manual,52236,Diesel,205,46.3,2.2
23450,vw, Arteon,2019,Automatic,500,Petrol,145,40.4,1.5
33998,bmw, X4,2019,Semi-Auto,7272,Diesel,150,42.8,2
26490,vw, Arteon,2019,Automatic,5907,Petrol,145,32.8,2
30990,vw, Arteon,2019,Automatic,2917,Diesel,145,44.1,2
50640,merc, V Class,2019,Automatic,10,Diesel,145,45.6,2.2
12995,skoda, Yeti,2016,Semi-Auto,23185,Petrol,125,51.4,1.2
24995,toyota, Hilux,2019,Automatic,17200,Diesel,260,36.2,2.4
6995,hyundi, IX20,2015,Manual,27000,Petrol,125,50.4,1.4
36000,ford, Edge,2019,Automatic,4921,Diesel,145,37.2,2
9995,merc, M Class,2010,Automatic,106800,Diesel,555,31,3
15990,skoda, Scala,2020,Manual,1234,Petrol,150,49.6,1
12999,vw, CC,2015,Semi-Auto,32878,Diesel,125,56.5,2
69146,bmw, X7,2019,Automatic,2567,Petrol,145,24.8,3
10850,ford, Grand C-MAX,2017,Manual,26967,Petrol,30,54.3,1
34000,hyundi, Santa Fe,2019,Semi-Auto,5931,Diesel,145,39.2,2.2
7327,hyundi, IX20,2016,Manual,20347,Petrol,125,50.4,1.4
4490,merc, SLK,2001,Automatic,42087,Petrol,325,30,2.3
7498,hyundi, I40,2014,Manual,46152,Diesel,30,62.8,1.7
15499,hyundi, I800,2017,Automatic,18000,Diesel,330,33.6,2.5
19500,vauxhall, Combo Life,2020,Manual,3218,Diesel,145,50.4,1.5
18495,hyundi, Santa Fe,2017,Semi-Auto,50595,Diesel,235,42.8,2.2
25975,audi, RS4,2014,Manual,60000,Petrol,555,26.4,4.2
16790,hyundi, I800,2018,Automatic,21600,Diesel,150,33.6,2.5
10795,vauxhall, Zafira Tourer,2017,Manual,15843,Petrol,200,41.5,1.4
29490,hyundi, Santa Fe,2019,Automatic,13100,Diesel,145,39.8,2.2
20991,skoda, Kamiq,2019,Semi-Auto,452,Diesel,145,52.3,1.6
43950,merc, V Class,2020,Semi-Auto,2859,Diesel,145,36.2,2
21750,skoda, Kamiq,2019,Semi-Auto,50,Petrol,145,43.5,1.5
54990,merc, V Class,2017,Automatic,34564,Diesel,145,44.8,2.1
22995,vw, Caravelle,2011,Automatic,53000,Diesel,325,34.4,2
6995,ford, Galaxy,2010,Manual,92000,Diesel,200,49.6,2
29865,merc, GL Class,2015,Automatic,45712,Diesel,330,36.2,3
20412,merc, CLS Class,2015,Semi-Auto,40270,Diesel,160,51.4,3
16500,hyundi, I40,2019,Manual,10,Diesel,145,52.3,1.6
4399,skoda, Yeti,2010,Manual,101145,Petrol,160,44.1,1.2
17499,merc, CLS Class,2015,Automatic,51974,Diesel,125,57.7,2.1
9891,skoda, Rapid,2017,Manual,33402,Petrol,150,61.4,1
15995,skoda, Scala,2019,Semi-Auto,5449,Petrol,150,45.6,1.5
18990,vw, Caddy Maxi Life,2019,Semi-Auto,13309,Diesel,150,58.9,2
21000,skoda, Kamiq,2020,Manual,11,Petrol,150,46.3,1.5
32450,hyundi, Santa Fe,2019,Automatic,1791,Diesel,145,39.2,2.2
55995,bmw, X6,2019,Semi-Auto,1500,Diesel,145,34.9,3
34700,audi, A8,2018,Automatic,15486,Diesel,145,50.4,3
22692,vw, Arteon,2019,Automatic,8988,Petrol,145,48.7,1.5
36440,bmw, M4,2018,Automatic,16000,Petrol,150,34,3
21898,bmw, i3,2017,Automatic,10839,Hybrid,0,470.8,0
11199,vauxhall, Zafira Tourer,2017,Manual,28565,Petrol,145,41.5,1.4
4495,skoda, Roomster,2011,Automatic,56000,Petrol,145,49.6,1.2
7840,hyundi, IX35,2014,Manual,50664,Diesel,145,53.3,1.7
27995,vw, Tiguan Allspace,2019,Semi-Auto,7442,Diesel,145,38.7,2
45990,vw, Caravelle,2019,Semi-Auto,14751,Diesel,145,32.8,2
27798,vw, Arteon,2019,Manual,10,Diesel,145,52.3,2
8790,hyundi, IX20,2016,Manual,20063,Petrol,125,50.4,1.4
11400,vauxhall, Zafira Tourer,2017,Manual,8131,Petrol,145,41.5,1.4
12500,vw, Scirocco,2015,Automatic,47313,Diesel,30,57.6,2
27950,bmw, Z4,2019,Semi-Auto,8998,Petrol,145,38.7,2
33000,merc, X-CLASS,2018,Automatic,14500,Diesel,260,35.8,2.3
56000,bmw, X6,2020,Automatic,7486,Diesel,145,34.9,3
7999,vauxhall, GTC,2015,Manual,36429,Petrol,160,44.8,1.6
24000,ford, Puma,2019,Manual,2000,Petrol,145,50.4,1
82099,merc, S Class,2018,Automatic,1952,Petrol,145,34,4
10499,ford, Grand C-MAX,2017,Semi-Auto,10295,Diesel,30,58.9,1.5
18498,ford, Tourneo Custom,2015,Manual,13016,Diesel,235,42.2,2.2
11495,vw, Beetle,2014,Manual,11000,Diesel,30,65.7,1.6
27499,ford, Edge,2019,Automatic,1657,Diesel,145,40.4,2
17500,toyota, GT86,2016,Manual,14000,Petrol,260,36.2,2
42000,merc, CLS Class,2019,Semi-Auto,12000,Diesel,145,47.9,2.9
34500,audi, A8,2018,Semi-Auto,12640,Diesel,150,50.4,3
36990,vw, Amarok,2019,Automatic,12500,Diesel,260,36.2,3
9000,skoda, Yeti,2014,Semi-Auto,38000,Petrol,160,44.8,1.2
13000,vw, CC,2016,Manual,19000,Diesel,30,62.8,2
17800,ford, Edge,2016,Manual,29808,Diesel,160,48.7,2
12200,vauxhall, Zafira Tourer,2017,Manual,16107,Petrol,145,41.5,1.4
29980,bmw, Z4,2019,Semi-Auto,1817,Petrol,145,38.7,2
15999,vauxhall, Combo Life,2019,Manual,14500,Diesel,145,53.3,1.5
27990,vw, Amarok,2019,Automatic,19841,Diesel,265,33.6,3
19498,vw, Shuttle,2018,Manual,30803,Diesel,145,47.1,2
21197,ford, Edge,2017,Automatic,10088,Diesel,145,48.7,2
27999,toyota, Prius,2019,Automatic,3650,Hybrid,140,217.3,1.8
15899,skoda, Scala,2019,Automatic,6000,Petrol,145,47.1,1
3495,bmw, Z4,2003,Automatic,70000,Petrol,325,29.7,3
31995,vw, Amarok,2019,Automatic,2569,Diesel,260,33.6,3
18990,hyundi, Santa Fe,2017,Manual,19049,Diesel,200,47.1,2.2
37970,audi, A8,2018,Semi-Auto,7500,Diesel,145,50.4,3
25991,merc, S Class,2014,Automatic,31385,Diesel,200,48.7,3
11470,hyundi, I40,2017,Manual,14799,Diesel,150,67.3,1.7
19950,merc, V Class,2019,Manual,20981,Diesel,145,46.3,2.1
15794,hyundi, I800,2018,Automatic,35460,Diesel,145,28,2.5
11495,ford, Tourneo Connect,2015,Automatic,15518,Petrol,260,35.3,1.6
20000,ford, Tourneo Custom,2017,Manual,36000,Diesel,145,44.8,2
21000,hyundi, I40,2019,Semi-Auto,1000,Diesel,145,53.3,1.6
51990,audi, Q8,2019,Automatic,10000,Diesel,145,33.6,3
5750,toyota, Prius,2009,Automatic,40954,Hybrid,10,65.7,1.5
24990,toyota, GT86,2020,Manual,339,Petrol,145,33.2,2
25695,ford, Puma,2019,Manual,3021,Petrol,145,50.4,1
9998,hyundi, IX20,2017,Manual,9604,Petrol,145,50.4,1.4
31990,vw, Tiguan Allspace,2019,Semi-Auto,13108,Petrol,150,30.7,2
15485,skoda, Scala,2019,Manual,451,Diesel,145,57.7,1.6
9998,ford, Grand C-MAX,2016,Manual,39460,Diesel,30,64.2,1.5
25480,merc, CLA Class,2019,Automatic,14024,Diesel,145,51.4,2.1
8990,skoda, Yeti,2013,Semi-Auto,46569,Petrol,165,44.1,1.2
8998,vauxhall, GTC,2015,Manual,25100,Petrol,160,47.1,1.4
6995,skoda, Rapid,2016,Manual,42379,Petrol,20,60.1,1.2
14298,vauxhall, Combo Life,2019,Manual,6797,Diesel,145,53.3,1.5
6200,ford, KA,2015,Manual,15850,Petrol,30,57.7,1.2
18290,ford, Galaxy,2018,Automatic,28425,Diesel,145,52.3,2
28991,vw, Amarok,2019,Automatic,18000,Diesel,265,28.3,3
29888,audi, RS3,2016,Semi-Auto,29920,Petrol,300,34.9,2.5
29889,bmw, X6,2015,Automatic,31100,Diesel,205,44.8,3
12999,ford, Grand C-MAX,2018,Automatic,18961,Diesel,145,58.9,1.5
16770,merc, M Class,2013,Semi-Auto,41366,Diesel,300,39.2,3
31000,vw, Arteon,2019,Semi-Auto,1500,Petrol,145,32.8,2
17591,audi, A8,2015,Automatic,40275,Diesel,200,47.9,3
14000,ford, Grand C-MAX,2018,Manual,18614,Petrol,145,54.3,1
10460,skoda, Yeti,2016,Manual,52968,Petrol,125,51.4,1.2
19970,ford, Puma,2020,Manual,2075,Petrol,145,50.4,1
24750,vw, Arteon,2019,Manual,50,Diesel,145,52.3,2
17495,ford, Tourneo Custom,2018,Manual,30732,Diesel,145,32.5,2
8499,bmw, 6 Series,2008,Automatic,94000,Diesel,305,39.2,3
30990,bmw, M4,2016,Semi-Auto,27523,Petrol,300,34,3
15980,skoda, Scala,2020,Manual,100,Petrol,150,50.4,1
38990,merc, GLB Class,2020,Semi-Auto,50,Diesel,145,44.8,2
31450,bmw, Z4,2019,Semi-Auto,8626,Petrol,145,38.7,2
24999,merc, GL Class,2017,Automatic,25462,Diesel,145,56.5,2.1
33542,bmw, X6,2017,Semi-Auto,16867,Diesel,145,47.1,3
35985,hyundi, Santa Fe,2019,Automatic,100,Diesel,145,39.2,2.2
18290,ford, Galaxy,2016,Manual,10128,Diesel,125,56.5,2
14750,vauxhall, Combo Life,2019,Manual,4528,Petrol,145,42.2,1.2
30000,merc, X-CLASS,2019,Automatic,10000,Diesel,260,35.8,2.3
7799,hyundi, IX35,2011,Automatic,48528,Diesel,300,39.2,2
4745,ford, KA,2015,Manual,17328,Petrol,30,57.7,1.2
49490,bmw, M4,2020,Semi-Auto,7,Petrol,145,32.5,3
68522,bmw, X6,2019,Semi-Auto,11330,Diesel,145,33.2,3
18295,skoda, Scala,2019,Automatic,5697,Diesel,145,54.3,1.6
31026,merc, CLS Class,2018,Automatic,17663,Diesel,145,48.7,2.9
18295,merc, GL Class,2016,Automatic,17909,Petrol,145,50.4,1.6
12995,merc, S Class,2012,Automatic,72700,Diesel,235,41.5,3
46998,merc, GLS Class,2018,Semi-Auto,9182,Diesel,145,37.2,3
8750,hyundi, IX20,2017,Manual,13675,Diesel,145,64.2,1.6
24999,bmw, X4,2016,Automatic,28466,Diesel,200,47.9,3
7484,hyundi, IX20,2016,Manual,53220,Petrol,125,50.4,1.4
8495,vauxhall, Antara,2013,Manual,45000,Diesel,235,44.1,2.2
17699,merc, GL Class,2018,Manual,25458,Petrol,145,48.7,1.6
8650,hyundi, IX20,2017,Manual,37682,Diesel,30,64.2,1.6
29998,bmw, M4,2016,Semi-Auto,34209,Petrol,300,34,3
23995,toyota, GT86,2019,Manual,1557,Petrol,150,33.2,2
1395,vauxhall, Agila,2004,Manual,62000,Petrol,145,43.5,1
26000,audi, A8,2016,Semi-Auto,25691,Diesel,200,47.9,3
119995,audi, R8,2019,Semi-Auto,7800,Petrol,145,21.4,5.2
39995,audi, RS3,2018,Semi-Auto,5431,Petrol,145,34,2.5
15316,audi, A8,2013,Automatic,43903,Diesel,235,44.1,3
22480,hyundi, Santa Fe,2017,Semi-Auto,26551,Diesel,150,42.8,2.2
35995,bmw, Z4,2019,Semi-Auto,1501,Petrol,145,37.2,2
20500,merc, M Class,2015,Automatic,44529,Diesel,205,39.2,2.1
17100,merc, CLS Class,2015,Automatic,34063,Diesel,145,56.5,2.1
8000,ford, KA,2017,Manual,12950,Petrol,145,57.7,1.2
15400,toyota, Verso,2017,Automatic,31556,Petrol,160,43.5,1.8
19749,merc, CLS Class,2016,Semi-Auto,35825,Diesel,125,57.7,2.1
15000,vauxhall, Combo Life,2018,Manual,13720,Diesel,145,53.3,1.5
22000,ford, Galaxy,2018,Automatic,9041,Diesel,145,53.3,2
54945,audi, R8,2015,Automatic,23924,Petrol,570,22.8,4.2
15995,skoda, Scala,2019,Manual,849,Petrol,145,49.6,1
49980,merc, S Class,2018,Automatic,17587,Petrol,145,40.9,3
59990,audi, RS4,2019,Automatic,5121,Petrol,145,29.1,2.9
34442,bmw, 6 Series,2019,Semi-Auto,16935,Diesel,145,47.9,3
19495,hyundi, Santa Fe,2017,Manual,26711,Diesel,200,47.1,2.2
17495,skoda, Kamiq,2019,Manual,1500,Petrol,145,47.9,1
20480,merc, CLA Class,2017,Automatic,31949,Diesel,150,58.9,2.1
17995,merc, M Class,2014,Semi-Auto,43729,Diesel,300,39.2,3
15200,merc, M Class,2013,Semi-Auto,61363,Diesel,200,44.8,2.1
18498,skoda, Scala,2019,Semi-Auto,15,Diesel,145,54.3,1.6
15950,vauxhall, Combo Life,2019,Automatic,2592,Diesel,145,50.4,1.5
9289,hyundi, IX35,2014,Manual,21187,Petrol,200,41.5,1.6
8850,skoda, Rapid,2017,Manual,18024,Diesel,0,74.3,1.6
13995,vw, Scirocco,2015,Manual,54045,Diesel,30,53.3,2
23495,vw, Tiguan Allspace,2019,Manual,9000,Petrol,145,46.3,2
20388,toyota, Hilux,2017,Manual,85141,Diesel,260,40.4,2.4
22503,skoda, Kamiq,2019,Manual,1510,Petrol,145,47.1,1
21550,vw, Arteon,2017,Semi-Auto,23559,Petrol,145,47.1,2
9000,merc, M Class,2010,Automatic,92000,Diesel,555,32.5,3
26499,merc, GL Class,2017,Automatic,8442,Diesel,145,56.5,2.1
16995,hyundi, I800,2018,Automatic,31360,Diesel,145,28,2.5
29995,vw, Arteon,2019,Semi-Auto,5021,Diesel,145,44.1,2
22450,ford, Edge,2017,Semi-Auto,29000,Diesel,150,47.9,2
10979,ford, Grand C-MAX,2017,Manual,36730,Petrol,30,54.3,1
8300,hyundi, IX35,2014,Manual,42630,Diesel,145,53.3,1.7
9495,vw, Scirocco,2013,Manual,66000,Diesel,30,62.8,2
6850,merc, SLK,2006,Automatic,65000,Petrol,565,28,3.5
26995,bmw, X4,2017,Semi-Auto,25350,Diesel,200,47.9,3
16999,skoda, Kamiq,2019,Manual,4259,Petrol,145,47.9,1
22500,skoda, Scala,2020,Semi-Auto,3000,Petrol,150,44.8,1.5
7998,hyundi, IX20,2016,Manual,20760,Petrol,125,50.4,1.4
4499,ford, KA,2014,Manual,21303,Petrol,30,57.7,1.2
16299,merc, GL Class,2016,Manual,9780,Diesel,20,67.3,2.1
135000,audi, R8,2019,Automatic,1000,Petrol,145,32.8,5.2
71000,bmw, X7,2019,Semi-Auto,5665,Diesel,145,31.4,3
18990,skoda, Kamiq,2019,Semi-Auto,2442,Petrol,145,44.1,1.5
50995,vw, Caravelle,2020,Semi-Auto,5000,Diesel,145,34,2
45480,merc, V Class,2019,Semi-Auto,236,Diesel,145,36.2,2
12799,vw, Scirocco,2015,Manual,27148,Diesel,30,53.3,2
27950,vw, Shuttle,2019,Semi-Auto,14818,Diesel,145,32.8,2
19895,skoda, Kamiq,2019,Manual,2385,Petrol,145,47.9,1
14495,toyota, Avensis,2016,Automatic,17781,Petrol,165,47.1,1.8
14991,merc, CLA Class,2016,Manual,48292,Petrol,125,51.4,1.6
23495,ford, Edge,2018,Semi-Auto,25270,Diesel,150,47.9,2
55990,audi, RS5,2019,Automatic,7800,Petrol,145,29.7,2.9
10999,ford, KA,2019,Manual,2889,Petrol,145,43.5,1.2
18250,ford, Galaxy,2016,Manual,40080,Diesel,125,56.5,2
11575,toyota, GT86,2013,Manual,50584,Petrol,265,36.2,2
14736,vw, Scirocco,2017,Automatic,22989,Petrol,160,44.1,2
8780,hyundi, IX20,2017,Manual,15956,Petrol,145,50.4,1.4
29750,bmw, M3,2015,Automatic,42000,Petrol,300,34,3
11998,merc, CLS Class,2013,Semi-Auto,60090,Diesel,200,46.3,3
2299,ford, Fusion,2007,Manual,62233,Petrol,200,42.8,1.6
6895,vw, CC,2012,Manual,84303,Diesel,30,60.1,2
11160,toyota, Prius,2014,Automatic,51141,Hybrid,0,72.4,1.8
16994,vw, Caddy Maxi Life,2017,Semi-Auto,32110,Diesel,145,54.3,2
25995,vw, Caddy Maxi Life,2020,Semi-Auto,5000,Diesel,145,46.3,2
21836,audi, A7,2015,Automatic,17078,Diesel,160,52.3,3
35000,merc, GL Class,2016,Automatic,18091,Diesel,330,36.2,3
12750,skoda, Yeti,2014,Semi-Auto,28095,Diesel,205,44.8,2
29000,ford, Mustang,2018,Automatic,11475,Petrol,145,28.8,2.3
6750,merc, M Class,2007,Automatic,67000,Diesel,555,28.8,3
14991,vw, Caddy Maxi Life,2018,Automatic,40604,Diesel,145,56.5,2
20998,merc, V Class,2018,Manual,14453,Diesel,145,46.3,2.1
6999,vauxhall, Antara,2015,Manual,37617,Diesel,240,44.1,2.2
10247,hyundi, IX20,2017,Manual,4817,Petrol,125,50.4,1.4
3999,ford, KA,2014,Manual,61008,Petrol,30,57.7,1.2
17495,skoda, Scala,2019,Semi-Auto,2742,Petrol,145,45.6,1.5
9139,hyundi, IX35,2014,Manual,37095,Diesel,145,53.3,1.7
17733,hyundi, Santa Fe,2016,Automatic,23656,Diesel,235,42.8,2.2
7850,vauxhall, Antara,2012,Manual,35100,Diesel,230,44.1,2.2
37991,bmw, M3,2018,Manual,18311,Petrol,150,32.1,3
16790,vw, Shuttle,2014,Manual,37158,Diesel,260,40.4,2
12498,hyundi, Santa Fe,2013,Automatic,38602,Diesel,260,41.5,2.2
16499,merc, GL Class,2015,Automatic,49838,Diesel,125,55.4,2.1
39498,toyota, Land Cruiser,2019,Semi-Auto,11712,Diesel,145,30.1,2.8
24995,vw, Amarok,2018,Automatic,54000,Diesel,260,36.2,3
24989,vw, Tiguan Allspace,2019,Semi-Auto,8268,Petrol,145,35.8,1.5
16799,vauxhall, Combo Life,2019,Automatic,6991,Diesel,145,50.4,1.5
22760,vw, Arteon,2019,Automatic,10000,Diesel,145,50.4,2
3691,ford, KA,2013,Manual,33735,Petrol,30,57.7,1.2
10695,hyundi, I40,2016,Semi-Auto,27000,Diesel,125,56.5,1.7
19990,toyota, Prius,2016,Automatic,9320,Hybrid,0,94.1,1.8
16390,vauxhall, Combo Life,2020,Manual,346,Petrol,145,42.2,1.2
9990,vw, Jetta,2015,Manual,26403,Diesel,20,67.3,2
49995,audi, A8,2018,Automatic,20360,Diesel,145,50.4,3
5500,hyundi, I40,2015,Manual,101500,Diesel,20,67.3,1.7
19990,merc, S Class,1998,Automatic,43534,Petrol,265,23.3,6
19000,hyundi, Santa Fe,2015,Automatic,28700,Diesel,260,42.2,2.2
26980,bmw, X6,2015,Semi-Auto,51447,Diesel,205,47.1,3
57800,bmw, M4,2019,Automatic,99,Petrol,145,34,3
23595,bmw, 6 Series,2016,Semi-Auto,24600,Diesel,160,51.4,3
14499,vauxhall, Combo Life,2019,Manual,3823,Petrol,145,42.2,1.2
10250,skoda, Rapid,2018,Manual,15398,Petrol,150,62.8,1
44980,merc, S Class,2019,Semi-Auto,8333,Diesel,145,52.3,3
19499,ford, Galaxy,2017,Manual,29850,Diesel,125,56.5,2
13995,skoda, Yeti,2017,Semi-Auto,17257,Petrol,150,51.4,1.2
55489,bmw, 7 Series,2020,Semi-Auto,10300,Diesel,145,41.5,3
31000,bmw, M2,2016,Semi-Auto,14712,Petrol,260,35.8,3
1999,vauxhall, Agila,2008,Manual,63000,Petrol,145,51.4,1.2
16999,toyota, Prius,2016,Automatic,46994,Hybrid,0,85.6,1.8
17999,audi, A7,2014,Semi-Auto,44247,Diesel,235,44.8,3
9445,skoda, Rapid,2017,Semi-Auto,25274,Diesel,0,74.3,1.4
